BULLET		 1500.0  7.0   85	0.0 -0.06 -0.18		0.0  5  0.235 1.0 163.0	0.34 0.65 0.7  35.0		1.55 1.30 13.5 0.12 0.48  		2.0  1.3  1.3  0.11 -0.13 0.0  0.5  		1.0 1.0 0.7 1.5 	0.0  110000		440010		1				1
CADDY         500.0 20.0   85	0.0 0.0 -0.2  		0.0  1  0.30  1.0 40.0	0.4  0.50 0.7  40.0		1.10 0.95 12.0 0.10 0.48		4.0  1.5  1.5  0.10 -0.10 0.0  0.5  		1.0 1.0 0.8 1.5 	0.0  15000 		440000		0				0
POLICE4		 2200.0  5.0   80	0.0 0.0 -0.25  		0.2  5  0.25  1.0 160.0	0.34 0.67 0.7  34.0		1.50 1.25 15.5 0.15 0.49		1.7  1.1  1.1  0.06 -0.18 0.0  0.5  		1.0 1.0 0.8 1.5 	0.0  25000 		446018		0				2
ROBIN		 1000.0  4.0   85	0.0 -0.3 -0.2 		0.0  3  0.50  1.0 50.0	0.4  0.50 0.7  35.0		1.50 1.35 15.0 0.10 0.47		4.0  1.5  1.5  0.10 -0.10 0.0  0.66  		1.0 1.0 0.8 1.5 	0.0  15000 		440000		0				0
SERRANO	 	 3000.0  5.0   85	0.0 0.0 -0.2   		0.5  5  0.21  1.0 145.0	0.2  0.65 0.7  35.0		1.21 0.95 18.0 0.15 0.49		1.1  0.7  0.9  0.15 -0.23 0.0  0.5  		1.0 1.0 0.8 1.3 	0.0  70000 		440020		0				0
SLAMVAN      2500.0  9.0   85	0.0 0.0 -0.15  		0.0  5  0.18  1.0 125.0	0.19 0.65 0.4  35.0		1.15 0.95 15.0 0.14 0.48		2.2  0.9  0.9  0.10 -0.12 0.05  0.45  		1.0 1.0 0.8 1.5 	0.0  25000 		440080		0				0
SUPERD	     2500.0  5.5   85	0.0 -0.2 -0.30  	0.0  6  0.23  1.0 160.0	0.25 0.68 0.5  35.0		1.35 1.10 13.5 0.15 0.48		1.8  1.2  1.2  0.14 -0.14 0.0  0.5  		1.0 1.0 0.8 1.5 	0.0  25000 		440080		0				0
TAMPA		 1700.0  7.3   85	0.0 0.0 -0.08  		0.0  5  0.22  1.0 145.0	0.23 0.65 0.7  35.0		1.35 1.10 14.5 0.15 0.48		1.3  1.1  1.0  0.13 -0.21 0.0  0.5  		1.0 1.0 0.8 1.5 	0.0  25000 		440000		0				0
;
;------- bikes -------------------------------------
; name       mass    drag  boy  centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tg Tf	  Ti  Tv	Tb   Tbb  Thb  Ts    	Wc+  Wc-  Wc-  Ws+  Wbias		Sf   Scd  Srd  Su    Sl   Sr   Sb   		Dc  Dw  Dd  De		Ms   Mv			Mmf 		Mhf	 			Ma
;
ANGEL	      300.0 10.0   85	0.0 0.0  -0.05 		0.0  5  0.18  1.0 125.0	0.6  0.65 0.5  35.0		1.50 1.20 13.0 0.12 0.49		4.0  2.0  2.0  0.10 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
BATI	      250.0 10.0   85	0.0 -0.05 -0.10		0.0  5  0.25  1.0 150.0	0.6  0.85 0.7  35.0		1.80 1.50 20.0 0.13 0.48		4.5  2.5  3.0  0.20 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
DAEMON	      300.0 10.0   85	0.0 0.0  -0.20 		0.0  5  0.21  1.0 125.0	0.6  0.65 0.5  35.0		1.50 1.20 12.0 0.10 0.49		4.0  2.0  2.0  0.10 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
DIABO	      300.0 10.0   85	0.0 0.0  -0.10 		0.0  5  0.20  1.0 125.0	0.6  0.65 0.5  35.0		1.50 1.20 12.0 0.10 0.49		4.0  2.0  2.0  0.20 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
DOUBLE2	      250.0 11.0   85	0.0 0.0  -0.15 		0.0  5  0.31  1.0 160.0	0.55 0.84 0.60 35.0		1.55 1.30 14.0 0.13 0.48		4.0  2.0  2.0  0.20 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
HAKUCH2	      250.0 12.0   85	0.0 0.0  -0.15 		0.0  5  0.35  1.0 160.0	0.58 0.85 0.55 35.0		1.55 1.30 14.0 0.13 0.48		4.0  2.0  2.0  0.20 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
INNOV	      300.0 10.0   85	0.0 0.0  -0.10 		0.0  5  0.20  1.0 125.0	0.6  0.65 0.5  35.0		1.50 1.25 14.0 0.13 0.49		4.0  2.0  2.0  0.20 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
LYCAN	      300.0 10.0   85	0.0 0.0  -0.15 		0.0  5  0.20  1.0 125.0	0.6  0.65 0.5  35.0		1.50 1.25 14.0 0.13 0.49		4.0  2.5  2.5  0.20 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
NIGHTBL	      300.0 10.0   85	0.0 0.0  -0.10 		0.0  5  0.20  1.0 125.0	0.5  0.65 0.5  35.0		1.50 1.20 13.0 0.12 0.49		4.0  2.0  2.3  0.20 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
REVENANT	  300.0 12.0   85	0.0 0.0  -0.05 		0.0  5  0.25  1.0 130.0	0.6  0.65 0.5  35.0		1.50 1.25 13.0 0.12 0.48		4.5  2.5  2.5  0.14 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
WAYFARER      300.0 10.0   85	0.0 0.0  -0.05 		0.0  5  0.18  1.0 125.0	0.6  0.65 0.5  35.0		1.50 1.20 13.0 0.12 0.49		4.0  2.0  2.0  0.10 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
WOLFS	      300.0 10.0   85	0.0 0.0  -0.03 		0.0  5  0.21  1.0 125.0	0.6  0.65 0.5  35.0		1.50 1.20 13.0 0.12 0.49		4.0  2.0  2.0  0.14 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
AKUMA		  250.0 10.0   85	0.0 -0.05 -0.10		0.0  5  0.26  1.0 150.0	0.62 0.84 0.7  35.0		1.75 1.45 19.0 0.13 0.495		4.5  2.5  3.0  0.17 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
BATI2	      250.0 10.0   85	0.0 -0.05 -0.10		0.0  5  0.25  1.0 150.0	0.6  0.85 0.7  35.0		1.80 1.50 20.0 0.13 0.48		4.5  2.5  3.0  0.20 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
DOUBLE	      250.0 10.0   85	0.0 0.0  -0.10 		0.0  5  0.25  1.0 150.0	0.55 0.82 0.60 35.0		1.55 1.30 14.0 0.13 0.48		4.5  2.5  3.0  0.20 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
HAKUCH		  250.0 10.0   85	0.0 0.0  -0.15 		0.0  5  0.27  1.0 150.0	0.58 0.84 0.55 35.0		1.55 1.30 14.0 0.13 0.48		4.5  2.5  3.0  0.20 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
HEXER	      300.0 10.0   85	0.0 0.0  -0.15 		0.0  5  0.20  1.0 125.0	0.6  0.65 0.6  35.0		1.65 1.35 16.0 0.13 0.491		4.0  2.0  2.0  0.20 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
POLICEB	      350.0 10.0   85	0.0 -0.1  -0.15		0.0  5  0.21  1.0 130.0	0.6  0.65 0.6  35.0		1.65 1.35 16.0 0.13 0.485		4.0  2.0  2.0  0.20 -0.10 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
VADER		  240.0 10.0   85	0.0 -0.05 -0.10		0.0  5  0.25  1.0 154.0	0.57 0.85 0.7  35.0		1.65 1.40 17.0 0.13 0.48		4.5  2.5  3.0  0.20 -0.15 0.0  0.5  		0.5 1.0 0.8 1.5 	0.0  25000 		440800		1				0
;
;
;------- helis --------------	---------------------
; name       mass    drag  boy  centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tg Tf	  Ti  Tv	Tb   Tbb  Thb  Ts    	Wc+  Wc-  Wc-  Ws+  Wbias		Sf   Scd  Srd  Su    Sl   Sr   Sb   		Dc  Dw  Dd  De		Ms   Mv			Mmf 		Mhf	 			Ma
;
BUZZARD     3800.0  10.0  75 	0.0 0.2  0.0    	0.0  1  0.30  1.0 160.0	0.4  0.60 0.7  35.0		0.65 0.60  8.0 0.10 0.5 		1.2  1.2  0.8  0.50 -0.10 0.0  0.3			1.0 0.5 3.0 1.5 	0.0  52000 		2004000		401000			0
SKYLIFT	   15000.0  10.0  75 	0.0 0.0  0.0    	0.0  1  0.30  1.0 160.0	0.4  0.60 0.7  35.0		0.65 0.60  8.0 0.10 0.5 		1.0  2.8  0.8  0.40  -0.1 0.0   0.66		1.0 0.5 3.0 1.5 	0.5  52000 		2004000		401000			0
SWIFT       3800.0  10.0  75 	0.0 0.2  0.0    	0.0  1  0.30  1.0 160.0	0.4  0.60 0.7  35.0		0.65 0.60  8.0 0.10 0.5 		1.2  2.5  1.8  0.20 -0.10 0.0  0.3			1.0 0.5 3.0 1.5 	0.0  52000 		2004000		401000			0
;
;------- boats ----------------------------------------  	
; name       mass    drag  boy  centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tg Tf	  Ti  Tv	Tb   Tbb  Thb  Ts    	Wc+  Wc-  Wc-  Ws+  Wbias		Sf   Scd  Srd  Su    Sl   Sr   Sb   		Dc  Dw  Dd  De		Ms   Mv			Mmf 		Mhf	 			Ma
;
;BLADE	      7000.0  1.0   45 	0.0 -0.5 -0.5     	0.0  1  5.80  1.5  83.0	0.4  0.60 0.7  35.0		2.30 15.0  6.0 0.10 0.95 		1.0  3.0  0.0  0.10  0.1  0.0  0.0			0.5 1.0 0.8 1.5 	0.0  40000		8000800		0				0
;FLOATER       5000.0  1.0   60 	0.0 -0.7 -0.5     	0.0  1  6.00  1.5  80.0	0.4  0.60 0.7  35.0		2.30 15.0  6.0 0.10 0.95 		1.0  3.0  0.0  0.10  0.1  0.0  0.0			0.5 1.0 0.8 1.5 	0.0  40000		8000800		0				0
;SMUGGLER      7000.0  1.0   45 	0.0 -0.5 -0.5     	0.0  1  5.50  1.5  85.0	0.4  0.60 0.7  35.0		2.30 15.0  6.0 0.10 0.95 		1.0  3.0  0.0  0.10  0.1  0.0  0.0			0.5 1.0 0.8 1.5 	0.0  40000		8000800		0				0
;
; '!' identifies this line as bike data for reading
;	A		B		C		D		E		F		G		H		I		J		K		L		M		N		O		P
;
;				LeanFwdCOM		LeanBakCOM		MaxLean			DesLean			BrakeStabil		WheelieAng		WheelieSteer	StoppieStabMult
;	ID					LeanFwdForce	LeanBackForce	FullAnimLean	StickLean		InAirSteer		StoppieAng		WheelieStabMult
;
!	ANGEL		0.15 	 2.0	 0.20	 3.0	30.0	42.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	BATI		0.35 	 5.0 	 0.38	 6.0 	45.0	55.0	0.38	0.30	-1.0	-2.5	35.0	-40.0	-15.0	20.0	5.0
!	DAEMON		0.15 	 2.0	 0.25	 4.0	36.0	45.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	DIABO		0.15 	 2.0	 0.20	 3.0	30.0	45.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	DOUBLE2		0.3 	 5.0 	 0.3	 5.0 	40.0	50.0	0.38	0.30	-1.0	-2.5	40.0	-40.0	-15.0	10.0	5.0
!	HAKUCH2		0.3 	 5.0 	 0.3	 5.0 	40.0	38.0	0.38	0.30	-1.0	-2.5	40.0	-40.0	-10.0	10.0	5.0
!	INNOV		0.15 	 2.0	 0.20	 3.0	30.0	38.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	LYCAN		0.15 	 2.0	 0.25	 4.0	34.0	40.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	NIGHTBL		0.15 	 2.0	 0.20	 3.0	28.0	45.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	REVENANT	0.15 	 2.0	 0.26	 3.5	33.0	55.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	WAYFARER	0.15 	 2.0	 0.20	 3.0	30.0	42.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	WOLFS		0.15 	 3.0	 0.28	 4.0	33.0	50.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	AKUMA		0.35 	 5.0 	 0.36	 5.0 	45.0	55.0	0.38	0.30	-1.0	-2.5	35.0	-40.0	-15.0	20.0	5.0
!	BATI2		0.35 	 5.0 	 0.38	 6.0 	45.0	55.0	0.38	0.30	-1.0	-2.5	35.0	-40.0	-15.0	20.0	5.0
!	DOUBLE		0.3 	 5.0 	 0.36	 6.0 	45.0	55.0	0.38	0.30	-1.0	-2.5	35.0	-40.0	-15.0	20.0	5.0
!	HAKUCH		0.3 	 5.0 	 0.35	 5.0 	40.0	38.0	0.38	0.30	-1.0	-2.5	35.0	-40.0	-10.0	20.0	5.0
!	HEXER		0.15 	 2.0	 0.20	 3.0	35.0	45.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	POLICEB		0.25 	 2.0	 0.20	 4.5	25.0	45.0	0.30	0.20	-0.5	-2.5	35.0	-40.0	-10.0	10.0	5.0
!	VADER		0.35 	 4.5 	 0.38	 5.0 	45.0	55.0	0.38	0.30	-1.0	-2.5	35.0	-40.0	-15.0	20.0	5.0
;
;
;
; '$' identifies this line as flying handling data when loading
;
;	A			B		C		D		E			F		G		H		I		J		K		L		M	 	N	  O		P		Q		R		S			T		U		V		W
;																									Self-righting angle clamp
;																											Self-righting mult
;	id					ThrustFallOff	 Yaw				 SideSlip		RollStab		PitchStab		AttackLift	 GearDownL				TurnRes.x		TurnRes.z			SpeedRes.y
;				Thrust			ThrustVec		 	YawStab			Roll			Pitch			FormLift		GearUpR	  WindMult	MoveRes			TurnRes.y			SpeedRes.x		SpeedRes.z
;
$	BUZZARD		0.58	0.035	0.4		-1.35		0.002	 0.004	1.65	 0.010	1.6		0.001 	1.0		1.8		0.2	 1.0  0.0		0.03	0.8		0.9		0.8			0.5		0.5		0.7
$	SWIFT		0.55	0.035	0.4		-1.0		0.002	 0.004	1.60	 0.010	1.50	0.0015 	0.9		2.0		0.2	 1.0  0.0		0.03	0.8		0.9		0.8			0.5		0.5		0.7
$ 	SKYLIFT		0.30	0.045	0.2		-0.45		0.0007	 0.004	0.90	 0.012	0.70	0.004 	0.6		2.0		0.2	 1.0  0.0		0.05	0.8		0.7		0.8			0.5		0.5		0.7
;
;
;
;
; For Boats: (some car handling variables are used for alternate functions in boats)
;
; (J) Bank Force Mult	(K) Rudder Turn Force	(L) Speed Steer Falloff
; (R) Vertical Wave Hit Limit	(S) Forward Wave Hit Brake	(V) WaterResistance Volume Mult	(W)	Water Damping Mult
; (AB) Handbrake Drag Mult		(AC) Sideslip Force
;
; '%' identifies this line as boat data for reading
;
;				BBoxFwd			BBoxSide		SampleBottom	AqPlaneWfMult	AqPlaneWfApp		RudderOSet		MoveResXY		MoveResZDown		TurnResY		Look_L_R_BehindCamHeight
;	ID					BBoxBack		SampleTop		AqPlaneForce	AqPlaneWfCap		RudderF			WaveAudioMult	MoveResZUp			TurnResX		TurnResZ	
;
;%	BLADE		0.8 	0.8 	0.7 	0.2		0.2		2.20 	0.4		3.5		0.002		0.5		0.0		4.0		0.005	0.50  	0.10 		0.05	0.50	0.04	4.0
;%	FLOATER		0.8 	0.8 	0.7 	0.2		0.2		2.20 	0.4		3.5		0.002		0.5		0.0		4.0		0.005	0.50  	0.10 		0.05	0.50	0.04	4.0
;%	SMUGGLER	0.8 	0.8 	0.7 	0.2		0.2		2.20 	0.4		3.5		0.002		0.5		0.0		4.0		0.005	0.50  	0.10 		0.05	0.50	0.04	4.0
;
;
; end
